HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,TravelGroupSize,Deck,Num,Side
Earth,True,TRAPPIST-1e,1,False,0,0,0,0,0,True,2,G,473,S
Earth,False,TRAPPIST-1e,32,False,0,53,0,744,0,False,2,F,572,S
Mars,True,TRAPPIST-1e,70,False,0,0,0,0,0,True,1,F,573,S
Earth,False,PSO J318.5-22,19,False,23,0,0,0,732,False,1,G,474,S
Mars,True,PSO J318.5-22,55,False,0,0,0,0,0,True,1,E,185,P
Europa,False,TRAPPIST-1e,48,False,0,8403,0,7627,83,False,1,B,96,P
Earth,False,TRAPPIST-1e,66,False,1187,1,0,6,0,False,1,G,475,S
,False,TRAPPIST-1e,13,False,0,256,0,207,409,False,1,F,629,P
Europa,False,55 Cancri e,40,False,82,1390,0,347,6237,False,1,C,115,S
Earth,False,TRAPPIST-1e,35,False,0,1438,0,112,74,True,1,E,199,S
Earth,False,TRAPPIST-1e,32,False,0,49,2,639,0,False,1,F,630,P
Mars,False,TRAPPIST-1e,51,False,1644,0,234,157,64,False,1,E,187,P
Europa,False,TRAPPIST-1e,37,False,0,216,0,5391,3372,False,1,B,112,S
Earth,False,TRAPPIST-1e,31,False,517,1,301,60,4,False,2,G,476,S
Earth,False,TRAPPIST-1e,37,False,608,0,6,0,1637,False,2,F,574,S
Europa,False,TRAPPIST-1e,38,False,0,3331,270,2,3510,False,2,C,102,P
Europa,False,55 Cancri e,19,False,0,329,0,3154,312,False,2,C,102,P
Mars,True,TRAPPIST-1e,33,False,0,0,0,0,0,True,1,F,631,P
Earth,False,TRAPPIST-1e,19,False,0,0,1752,187,0,True,1,F,632,P
Earth,False,TRAPPIST-1e,31,False,2,788,0,128,9,True,2,G,477,S
Earth,False,TRAPPIST-1e,43,False,45,8,0,607,44,False,2,G,477,S
Earth,True,TRAPPIST-1e,22,False,0,0,0,0,0,False,1,G,492,P
Earth,True,TRAPPIST-1e,24,False,0,0,0,0,0,False,1,G,493,P
Europa,False,55 Cancri e,21,False,0,878,82,360,1784,False,2,C,103,P
Europa,True,TRAPPIST-1e,14,False,0,0,0,0,0,True,2,C,103,P
Europa,False,55 Cancri e,30,False,728,2551,0,48,1804,True,2,B,97,P
Europa,True,TRAPPIST-1e,22,False,0,0,0,0,0,True,2,B,97,P
Earth,False,TRAPPIST-1e,11,False,0,0,0,0,0,False,4,G,478,S
Earth,True,TRAPPIST-1e,4,False,0,0,0,0,0,False,4,G,478,S
Earth,False,TRAPPIST-1e,0,False,0,0,0,0,0,False,4,G,478,S
Earth,False,TRAPPIST-1e,30,False,479,12,25,643,283,False,4,F,575,S
Earth,False,PSO J318.5-22,21,False,0,27,1181,0,513,False,1,G,479,S
Europa,False,TRAPPIST-1e,40,False,0,0,0,0,0,False,1,,,
Earth,False,PSO J318.5-22,57,False,506,0,1,178,0,False,1,F,634,P
Mars,False,TRAPPIST-1e,35,True,1228,0,0,0,0,False,1,F,576,S
Europa,False,TRAPPIST-1e,32,False,0,0,0,0,0,False,1,A,37,S
Mars,False,TRAPPIST-1e,32,False,2616,0,2,5,0,False,1,F,577,S
Earth,False,TRAPPIST-1e,30,False,0,0,301,0,437,False,1,F,578,S
Earth,False,TRAPPIST-1e,69,False,577,139,0,0,0,False,1,F,636,P
Earth,True,TRAPPIST-1e,21,False,0,0,0,0,0,False,1,G,480,S
Mars,True,PSO J318.5-22,17,False,0,0,0,0,0,True,2,E,190,P
Mars,False,TRAPPIST-1e,16,False,995,0,6,48,0,False,2,E,190,P
Mars,True,TRAPPIST-1e,25,False,0,0,0,0,0,False,1,E,200,S
Europa,False,TRAPPIST-1e,25,False,1586,2342,947,1,276,True,1,E,191,P
Europa,False,55 Cancri e,52,False,0,2,0,10976,810,False,1,,,
Earth,False,TRAPPIST-1e,13,False,578,77,0,306,5,False,1,F,579,S
Earth,False,TRAPPIST-1e,37,False,1086,0,0,41,0,False,1,F,637,P
Mars,False,TRAPPIST-1e,13,False,760,2,2,0,0,False,3,F,581,S
Mars,False,TRAPPIST-1e,45,False,3309,0,10,0,0,False,3,D,98,S
Mars,True,TRAPPIST-1e,55,False,0,0,0,0,0,False,3,E,201,S
Earth,False,TRAPPIST-1e,22,False,664,0,0,65,0,False,2,F,638,P
Earth,False,TRAPPIST-1e,39,False,0,0,0,1745,72,False,2,G,498,P
Mars,False,TRAPPIST-1e,35,False,741,0,31,0,36,False,1,D,99,S
Earth,True,PSO J318.5-22,19,False,0,0,0,0,0,True,3,G,499,P
Earth,True,TRAPPIST-1e,7,False,0,0,0,0,0,True,3,G,499,P
Earth,False,TRAPPIST-1e,19,False,1,0,0,450,254,False,3,E,192,P
Earth,True,TRAPPIST-1e,21,False,0,0,0,0,0,True,1,G,482,S
Europa,False,55 Cancri e,37,False,0,2065,1650,356,1,True,1,D,94,P
Earth,False,TRAPPIST-1e,35,False,1609,0,0,0,0,False,1,E,193,P
Earth,True,TRAPPIST-1e,22,False,0,0,0,0,0,True,1,G,483,S
Earth,False,TRAPPIST-1e,62,False,379,453,0,7,0,False,1,G,500,P
Earth,True,TRAPPIST-1e,41,False,0,0,0,0,0,True,1,G,501,P
Europa,True,TRAPPIST-1e,16,False,0,0,0,0,0,True,2,B,113,S
Europa,False,TRAPPIST-1e,26,False,0,0,8,21,6023,False,2,B,113,S
Mars,True,TRAPPIST-1e,36,False,0,0,0,0,0,True,1,F,640,P
Earth,True,PSO J318.5-22,28,False,0,0,0,0,0,True,1,G,502,P
Earth,False,55 Cancri e,22,False,35,0,36,581,0,False,1,F,642,P
Earth,False,TRAPPIST-1e,40,False,0,0,0,822,2,False,1,F,584,S
Europa,False,55 Cancri e,50,False,0,1547,0,1784,1,True,2,C,118,S
Europa,True,TRAPPIST-1e,57,False,0,0,0,0,0,True,2,C,118,S
Earth,False,PSO J318.5-22,15,False,1,30,1793,0,0,True,1,G,503,P
Europa,False,55 Cancri e,23,False,0,587,0,1497,1014,False,1,D,100,S
Mars,True,55 Cancri e,60,False,0,0,0,0,0,True,1,D,101,S
Earth,True,TRAPPIST-1e,73,False,0,0,0,153,556,False,1,G,504,P
Earth,True,TRAPPIST-1e,35,False,0,0,0,0,0,True,1,G,505,P
Europa,False,TRAPPIST-1e,28,False,0,0,0,0,0,False,1,A,25,P
Europa,False,TRAPPIST-1e,27,True,0,6013,0,820,31,True,1,B,115,S
Europa,False,TRAPPIST-1e,14,False,0,946,0,7860,384,False,2,,,
Europa,True,TRAPPIST-1e,26,False,0,0,0,0,0,True,2,D,102,S
Earth,False,TRAPPIST-1e,22,False,0,0,102,43,700,False,1,G,506,P
Mars,False,55 Cancri e,22,False,2229,0,1349,121,0,True,1,E,194,P
Mars,False,PSO J318.5-22,71,False,924,1284,10,9,0,False,1,F,585,S
Mars,False,55 Cancri e,25,False,5,1,633,0,188,True,1,D,103,S
Mars,True,TRAPPIST-1e,27,False,0,0,0,0,0,True,1,E,203,S
Earth,False,TRAPPIST-1e,1,False,0,0,0,0,0,False,3,G,485,S
Earth,False,TRAPPIST-1e,52,False,809,0,0,0,0,True,3,F,586,S
Earth,True,TRAPPIST-1e,0,False,0,0,0,0,0,True,3,G,485,S
Europa,True,55 Cancri e,30,False,0,0,0,0,0,True,1,B,101,P
Europa,False,TRAPPIST-1e,52,True,0,7452,0,1158,7979,False,1,B,102,P
Earth,False,TRAPPIST-1e,12,False,0,0,0,0,0,True,2,G,507,P
Earth,True,TRAPPIST-1e,22,False,0,0,0,0,0,True,2,G,507,P
Earth,False,TRAPPIST-1e,24,False,520,0,0,195,0,True,1,G,509,P
Mars,False,TRAPPIST-1e,22,False,1173,0,0,9,0,False,1,D,95,P
Earth,True,PSO J318.5-22,15,True,0,0,0,0,0,False,1,G,488,S
Mars,True,TRAPPIST-1e,21,False,0,0,0,0,0,True,2,D,96,P
Mars,True,55 Cancri e,56,False,0,0,0,0,0,True,2,D,96,P
Mars,False,TRAPPIST-1e,50,False,1598,0,155,26,0,False,1,D,97,P
Earth,False,TRAPPIST-1e,20,False,127,0,656,0,21,False,1,F,645,P
Earth,False,TRAPPIST-1e,32,False,0,0,47,857,23,False,1,F,646,P
Earth,True,TRAPPIST-1e,28,False,0,0,0,0,0,False,1,G,510,P
Earth,False,TRAPPIST-1e,74,False,571,0,0,277,0,False,1,G,490,S
Mars,True,TRAPPIST-1e,25,False,0,0,0,0,0,True,2,E,204,S
Mars,False,TRAPPIST-1e,31,False,691,3,68,286,0,False,2,E,204,S
Earth,True,PSO J318.5-22,6,False,0,0,0,0,0,True,1,G,491,S
Earth,True,,17,False,0,0,0,0,0,True,1,G,511,P
Mars,True,TRAPPIST-1e,12,False,0,0,0,0,0,True,3,F,648,P
Mars,False,TRAPPIST-1e,47,False,1130,8,299,0,0,True,3,F,648,P
Mars,True,TRAPPIST-1e,46,False,0,0,0,0,0,True,3,F,648,P
Europa,False,55 Cancri e,31,False,139,4018,13,232,1140,True,2,B,116,S
Europa,False,TRAPPIST-1e,36,False,0,0,0,0,0,True,2,B,116,S
Earth,False,55 Cancri e,15,False,62,57,2646,1104,312,False,1,G,512,P
Mars,False,TRAPPIST-1e,38,False,886,0,618,0,0,False,1,F,588,S
Earth,True,55 Cancri e,48,False,0,0,0,0,0,True,3,G,492,S
Earth,True,TRAPPIST-1e,21,False,0,0,0,0,0,True,3,G,492,S
,True,TRAPPIST-1e,4,False,0,0,0,0,0,True,3,G,492,S
Mars,True,TRAPPIST-1e,31,False,0,0,0,0,0,True,1,F,649,P
Earth,False,PSO J318.5-22,31,False,0,140,394,0,0,False,1,G,513,P
Europa,False,PSO J318.5-22,62,True,0,4513,0,85,1437,True,1,C,119,S
Earth,True,TRAPPIST-1e,29,False,0,0,0,0,0,True,1,G,514,P
Earth,False,TRAPPIST-1e,30,False,0,4,1604,678,1681,False,1,,,
Mars,False,TRAPPIST-1e,26,False,912,0,43,0,0,False,1,E,206,S
Mars,False,TRAPPIST-1e,43,False,33,1117,59,0,16,False,2,F,591,S
Mars,False,TRAPPIST-1e,32,False,1087,0,71,0,0,False,2,F,591,S
Mars,True,55 Cancri e,24,False,0,0,0,0,0,True,1,F,592,S
Mars,True,TRAPPIST-1e,49,False,0,0,0,0,0,True,1,F,652,P
Earth,False,TRAPPIST-1e,21,False,17,427,31,257,0,True,1,F,594,S
Earth,False,TRAPPIST-1e,18,False,0,730,79,0,0,True,2,G,494,S
Earth,True,TRAPPIST-1e,18,False,0,0,0,0,0,True,2,G,494,S
Earth,True,TRAPPIST-1e,14,False,0,0,0,0,0,False,1,G,496,S
Mars,False,TRAPPIST-1e,21,False,1507,0,3,2,1196,False,1,D,100,P
Mars,True,55 Cancri e,25,False,0,0,0,0,0,True,1,F,654,P
Europa,False,55 Cancri e,56,False,0,323,971,58,4240,False,1,E,208,S
Earth,False,TRAPPIST-1e,0,False,0,0,0,0,0,True,3,G,500,S
Earth,False,TRAPPIST-1e,55,False,0,0,5,0,2409,False,3,F,596,S
Earth,True,TRAPPIST-1e,14,False,0,0,0,0,0,False,3,G,500,S
Mars,False,TRAPPIST-1e,13,False,1007,0,142,295,0,False,2,F,656,P
Mars,True,55 Cancri e,43,False,4,0,1834,1,66,False,2,F,656,P
Earth,True,TRAPPIST-1e,39,True,0,0,0,0,0,False,1,G,516,P
Mars,True,TRAPPIST-1e,28,False,0,0,0,0,0,True,1,F,657,P
Earth,False,TRAPPIST-1e,24,False,0,7,548,4,0,True,1,F,658,P
Earth,False,TRAPPIST-1e,26,False,207,350,74,0,3,True,1,F,598,S
Earth,True,55 Cancri e,22,False,0,0,0,0,0,True,1,G,502,S
,False,TRAPPIST-1e,26,False,0,0,1352,5,0,False,1,F,659,P
Mars,False,,19,False,155,0,1632,3,0,True,2,D,101,P
Mars,True,TRAPPIST-1e,38,False,0,0,0,0,0,True,2,F,660,P
Europa,True,55 Cancri e,38,False,0,0,0,0,0,True,1,B,104,P
Europa,False,TRAPPIST-1e,77,False,0,9032,0,128,1464,True,1,E,196,P
Earth,False,55 Cancri e,28,False,2840,0,0,0,0,False,1,F,599,S
Earth,False,TRAPPIST-1e,22,False,0,1,379,0,336,False,1,F,663,P
Earth,False,TRAPPIST-1e,20,False,4,353,193,241,0,False,1,E,197,P
Earth,False,TRAPPIST-1e,18,False,0,0,699,0,0,True,1,F,600,S
Europa,False,55 Cancri e,10,False,0,0,0,0,0,True,2,B,117,S
Europa,True,55 Cancri e,34,False,0,0,0,0,0,True,2,B,117,S
Earth,False,TRAPPIST-1e,43,False,0,788,0,0,1191,False,1,F,601,S
Mars,True,55 Cancri e,31,False,0,0,0,0,0,False,1,E,209,S
Mars,True,55 Cancri e,40,False,0,0,0,0,0,True,2,D,102,P
Mars,True,TRAPPIST-1e,25,False,1299,0,0,0,0,False,2,D,102,P
Mars,True,TRAPPIST-1e,68,False,0,0,0,0,0,True,1,F,603,S
Earth,False,TRAPPIST-1e,20,False,0,0,147,0,0,False,1,F,665,P
Mars,False,TRAPPIST-1e,27,True,309,0,849,0,0,True,1,F,666,P
Earth,False,TRAPPIST-1e,1,False,0,0,0,0,0,False,6,G,505,S
Earth,False,PSO J318.5-22,60,False,0,31,6,223,356,False,6,G,505,S
Earth,False,55 Cancri e,28,False,0,0,675,31,0,True,6,G,505,S
Earth,False,PSO J318.5-22,11,False,0,0,0,0,0,False,6,G,505,S
Earth,False,55 Cancri e,0,False,0,0,0,0,0,False,6,,,
Earth,True,TRAPPIST-1e,9,False,0,0,0,0,0,False,6,G,505,S
Mars,False,TRAPPIST-1e,38,False,1046,0,1553,0,0,False,1,F,667,P
Earth,False,55 Cancri e,18,False,0,0,0,588,0,False,1,F,668,P
Earth,False,TRAPPIST-1e,40,False,4,11,669,0,773,False,1,F,669,P
Earth,False,TRAPPIST-1e,21,False,330,11,0,0,398,False,1,F,670,P
Earth,True,TRAPPIST-1e,24,False,0,0,0,0,0,False,1,G,506,S
Europa,False,TRAPPIST-1e,26,False,0,1653,7,227,1457,False,3,A,27,P
Europa,False,TRAPPIST-1e,47,False,3865,3810,0,12,196,False,3,A,27,P
Europa,False,TRAPPIST-1e,46,False,0,131,0,8873,469,False,3,A,27,P
Earth,True,55 Cancri e,55,False,0,0,0,0,0,True,1,G,507,S
Earth,False,TRAPPIST-1e,50,False,293,0,21,573,0,False,1,G,520,P
Mars,True,TRAPPIST-1e,10,False,0,0,0,0,0,True,1,F,672,P
Europa,False,55 Cancri e,17,False,454,19,0,0,3219,False,3,E,211,S
Europa,False,55 Cancri e,20,False,11,596,0,3583,266,False,3,E,211,S
Europa,False,TRAPPIST-1e,37,False,76,2804,0,1287,1229,False,3,E,211,S
Earth,False,TRAPPIST-1e,24,False,11,0,9,2645,2,False,3,F,673,P
Earth,False,55 Cancri e,43,False,511,233,0,0,144,False,3,G,521,P
Earth,False,TRAPPIST-1e,0,False,0,0,0,0,0,False,3,G,521,P
Earth,False,TRAPPIST-1e,24,False,180,264,0,1225,0,False,1,E,212,S
Mars,False,TRAPPIST-1e,22,False,715,0,726,325,0,False,1,D,103,P
,True,TRAPPIST-1e,14,False,0,0,0,0,0,True,1,G,508,S
Earth,True,TRAPPIST-1e,3,False,0,0,0,0,0,True,3,G,509,S
Earth,True,55 Cancri e,22,False,0,0,0,0,0,True,3,G,509,S
Earth,False,TRAPPIST-1e,23,False,0,1573,0,36,0,True,3,E,213,S
Mars,False,TRAPPIST-1e,56,False,324,574,116,0,0,False,1,E,198,P
Earth,False,TRAPPIST-1e,36,False,5,623,88,5,1,True,3,F,606,S
Earth,False,55 Cancri e,58,False,52,0,5,517,0,False,3,F,606,S
Earth,False,TRAPPIST-1e,1,False,0,0,0,0,0,False,3,G,510,S
Mars,True,TRAPPIST-1e,39,False,0,0,0,0,0,False,1,E,214,S
Earth,False,TRAPPIST-1e,33,False,0,0,75,709,0,False,1,G,522,P
Earth,False,PSO J318.5-22,19,False,0,0,616,0,0,False,1,G,511,S
Earth,False,TRAPPIST-1e,28,False,16,0,799,0,37,False,1,G,523,P
Earth,True,TRAPPIST-1e,33,False,0,950,0,102,0,True,1,F,607,S
Europa,True,55 Cancri e,17,False,0,0,0,0,0,True,2,C,120,S
Europa,False,TRAPPIST-1e,28,False,0,3281,0,68,341,True,2,C,120,S
Earth,False,TRAPPIST-1e,21,False,63,15,407,397,0,False,1,G,513,S
Europa,False,TRAPPIST-1e,45,False,3,2344,1100,498,0,True,1,B,118,S
Mars,True,TRAPPIST-1e,62,False,0,0,0,0,0,True,1,F,674,P
Mars,True,TRAPPIST-1e,43,False,0,0,0,0,0,True,1,F,609,S
Earth,False,TRAPPIST-1e,27,False,158,0,1271,0,71,False,1,F,610,S
Earth,True,55 Cancri e,1,False,0,0,0,0,0,True,3,G,524,P
Earth,False,TRAPPIST-1e,31,False,593,540,238,0,77,False,3,F,676,P
Earth,False,TRAPPIST-1e,18,False,0,30,0,756,5,False,3,E,200,P
Mars,False,TRAPPIST-1e,21,False,1097,0,80,589,0,False,3,D,104,P
Mars,False,TRAPPIST-1e,7,False,0,0,0,0,0,True,3,F,677,P
Mars,False,TRAPPIST-1e,22,False,2646,0,599,117,0,False,3,D,104,P
Mars,True,TRAPPIST-1e,26,False,0,0,0,0,0,False,1,E,215,S
Earth,True,TRAPPIST-1e,30,False,0,0,0,0,0,True,1,G,515,S
Earth,False,TRAPPIST-1e,17,False,0,382,402,0,7,False,1,E,216,S
Earth,True,TRAPPIST-1e,28,False,0,0,0,0,0,False,1,G,525,P
Earth,False,55 Cancri e,10,False,0,0,0,0,0,False,1,G,516,S
Earth,False,TRAPPIST-1e,25,False,764,16,0,8,0,False,1,E,202,P
Earth,False,TRAPPIST-1e,21,False,0,0,0,0,0,False,1,G,526,P
Earth,False,55 Cancri e,53,False,8,0,236,0,2049,False,1,F,613,S
Earth,False,TRAPPIST-1e,21,False,0,0,687,46,20,False,1,G,528,P
Europa,False,TRAPPIST-1e,28,False,0,3315,0,594,85,True,1,C,121,S
Earth,True,PSO J318.5-22,20,False,0,0,0,0,0,True,1,G,517,S
Europa,True,55 Cancri e,54,False,0,0,0,0,0,True,1,E,217,S
Earth,True,TRAPPIST-1e,9,False,0,0,0,0,0,False,1,G,529,P
Earth,False,TRAPPIST-1e,20,False,508,0,1,1372,0,False,1,G,530,P
Earth,False,,19,False,0,165,0,699,0,False,1,F,615,S
Earth,False,TRAPPIST-1e,32,False,0,632,0,0,0,False,1,F,681,P
Mars,False,TRAPPIST-1e,22,False,0,0,0,0,0,False,1,E,219,S
Europa,False,55 Cancri e,35,False,74,5082,0,893,1937,True,1,C,122,S
Earth,False,TRAPPIST-1e,26,False,0,56,322,6,243,True,1,G,531,P
Earth,True,TRAPPIST-1e,51,False,0,0,0,0,0,False,2,G,532,P
Earth,False,55 Cancri e,8,False,0,0,0,0,0,True,2,G,532,P
Earth,True,TRAPPIST-1e,40,False,0,0,895,0,0,True,2,G,518,S
Earth,True,55 Cancri e,2,False,0,0,0,0,0,True,2,G,518,S
Earth,True,PSO J318.5-22,19,False,0,0,0,0,0,False,1,G,519,S
Earth,True,TRAPPIST-1e,32,False,0,0,0,0,0,True,3,G,533,P
Earth,False,55 Cancri e,16,False,1612,4,0,184,0,False,3,G,533,P
Earth,False,TRAPPIST-1e,64,True,0,0,16,733,159,False,3,G,533,P
Earth,False,55 Cancri e,35,False,256,0,341,35,0,True,1,F,617,S
Europa,False,TRAPPIST-1e,33,False,20,653,0,121,483,False,1,A,29,P
Europa,False,55 Cancri e,9,False,0,0,0,0,0,True,4,C,123,S
Europa,True,TRAPPIST-1e,21,False,0,0,0,0,0,True,4,C,123,S
Europa,True,TRAPPIST-1e,28,False,0,0,0,0,0,True,4,C,123,S
Europa,True,TRAPPIST-1e,28,False,0,0,0,0,0,True,4,C,123,S
Earth,True,PSO J318.5-22,31,False,0,0,0,0,0,True,2,G,534,P
Earth,False,55 Cancri e,32,False,1150,201,0,0,8,False,2,F,684,P
Europa,True,55 Cancri e,43,False,0,0,0,0,0,True,3,B,120,S
Europa,True,TRAPPIST-1e,60,True,0,0,0,0,0,True,3,B,120,S
Europa,False,TRAPPIST-1e,43,False,0,1440,0,85,150,True,3,B,120,S
Earth,False,TRAPPIST-1e,43,False,0,16,34,753,1,False,4,F,619,S
Earth,False,TRAPPIST-1e,19,False,64,0,453,174,6,False,4,F,619,S
Earth,False,TRAPPIST-1e,21,False,0,0,0,646,138,False,4,G,521,S
Earth,False,TRAPPIST-1e,38,False,0,0,0,846,0,False,4,G,521,S
Earth,True,PSO J318.5-22,17,False,0,0,0,0,0,True,2,G,535,P
Earth,True,PSO J318.5-22,29,False,0,0,0,0,0,True,2,G,535,P
Earth,False,PSO J318.5-22,2,False,0,0,0,0,0,True,3,G,522,S
Earth,False,TRAPPIST-1e,22,False,718,2,50,0,0,True,3,,,
Earth,False,55 Cancri e,18,False,0,0,14,625,0,False,3,F,621,S
Earth,True,TRAPPIST-1e,16,False,0,0,0,0,0,True,1,G,536,P
Europa,True,TRAPPIST-1e,52,False,0,0,0,0,0,True,5,B,121,S
Europa,False,55 Cancri e,52,False,13,6074,0,10385,299,False,5,,,
Europa,True,55 Cancri e,14,False,0,0,0,0,0,True,5,B,121,S
Europa,False,TRAPPIST-1e,25,True,0,0,0,0,0,True,5,B,121,S
Europa,True,TRAPPIST-1e,34,False,0,0,0,0,0,True,5,B,121,S
Mars,False,TRAPPIST-1e,20,False,915,12,25,205,311,True,1,F,623,S
Earth,True,PSO J318.5-22,28,False,0,0,0,0,0,True,2,G,537,P
Earth,True,TRAPPIST-1e,28,False,0,0,0,0,0,False,2,G,537,P
Earth,False,55 Cancri e,20,False,2598,927,0,866,2,False,1,G,538,P
Earth,False,55 Cancri e,44,False,632,0,101,5,0,True,1,F,624,S
Earth,False,TRAPPIST-1e,64,False,313,782,8,0,0,False,1,F,686,P
Earth,False,,27,False,0,0,775,127,0,True,1,F,687,P
Earth,True,TRAPPIST-1e,24,False,0,0,0,0,0,False,1,G,524,S
Mars,True,,38,False,0,0,0,0,0,True,2,F,688,P
Mars,False,TRAPPIST-1e,47,False,378,0,117,1147,132,False,2,F,688,P
Earth,True,55 Cancri e,8,False,0,0,0,0,0,True,4,G,525,S
Earth,False,TRAPPIST-1e,1,False,0,0,0,0,0,True,4,G,525,S
Earth,False,55 Cancri e,0,False,0,0,0,0,0,True,4,G,525,S
Earth,True,TRAPPIST-1e,20,False,0,0,0,0,0,True,4,G,525,S
Europa,True,TRAPPIST-1e,41,False,0,0,0,0,0,True,1,D,105,P
Mars,True,TRAPPIST-1e,35,False,0,0,0,0,0,False,2,D,106,P
Mars,False,55 Cancri e,31,False,1065,13,150,36,0,False,2,D,106,P
Earth,False,PSO J318.5-22,14,False,0,43,504,125,0,False,1,F,690,P
Earth,False,TRAPPIST-1e,25,False,0,0,762,0,50,False,1,G,539,P
Europa,True,TRAPPIST-1e,26,False,0,0,0,0,0,True,1,D,107,P
Europa,False,TRAPPIST-1e,26,False,0,1638,0,476,226,False,1,E,221,S
Europa,False,TRAPPIST-1e,30,False,0,1076,0,3725,9,False,1,E,203,P
Europa,True,55 Cancri e,49,False,0,0,0,0,0,True,1,B,122,S
Earth,False,TRAPPIST-1e,19,False,260,0,238,139,8,False,1,F,626,S
Earth,True,TRAPPIST-1e,15,False,10,0,99,0,2031,False,1,F,627,S
Earth,False,TRAPPIST-1e,27,False,0,0,0,0,1765,False,1,G,540,P
Europa,False,TRAPPIST-1e,39,False,0,957,0,22,401,True,5,B,123,S
Europa,True,55 Cancri e,32,False,0,0,0,0,0,True,5,B,123,S
Europa,False,TRAPPIST-1e,11,False,0,0,0,0,0,True,5,B,123,S
Europa,True,,44,False,0,0,0,0,0,True,5,B,123,S
Europa,True,TRAPPIST-1e,36,False,0,0,0,0,0,True,5,B,123,S
Earth,False,TRAPPIST-1e,56,False,0,335,532,15,26,False,1,G,541,P
Earth,True,TRAPPIST-1e,42,False,0,0,0,0,0,True,1,G,542,P
Europa,True,55 Cancri e,40,False,0,0,0,0,0,True,2,C,110,P
Europa,True,55 Cancri e,53,False,0,0,0,0,0,True,2,C,110,P
Mars,True,TRAPPIST-1e,31,False,0,0,0,0,0,True,2,F,630,S
Mars,True,TRAPPIST-1e,14,False,0,0,0,0,0,True,2,F,630,S
Earth,True,PSO J318.5-22,31,False,0,0,0,0,0,True,1,G,543,P
Earth,False,TRAPPIST-1e,42,False,0,0,1519,0,4,False,1,E,222,S
Earth,False,TRAPPIST-1e,32,False,0,0,0,0,772,False,1,G,528,S
Earth,False,TRAPPIST-1e,34,False,578,0,0,0,323,False,1,F,691,P
Earth,True,TRAPPIST-1e,55,False,0,0,0,0,0,True,1,G,544,P
Mars,False,TRAPPIST-1e,42,False,1633,0,29,4,102,False,1,F,692,P
,False,TRAPPIST-1e,40,False,666,4,83,0,50,True,1,F,631,S
Mars,False,55 Cancri e,48,True,824,2,830,298,0,False,3,D,107,S
Mars,True,TRAPPIST-1e,37,False,0,0,0,0,0,True,3,D,107,S
Mars,True,55 Cancri e,17,False,0,0,0,0,0,True,3,D,107,S
Mars,True,TRAPPIST-1e,60,False,0,0,0,0,0,True,1,F,693,P
Europa,True,55 Cancri e,19,False,0,0,0,0,0,True,3,B,125,S
Europa,False,TRAPPIST-1e,30,False,0,180,90,7740,142,False,3,B,125,S
Europa,False,TRAPPIST-1e,32,False,0,0,7,3653,226,False,3,B,125,S
Earth,True,PSO J318.5-22,28,False,0,0,0,0,0,True,1,G,546,P
Earth,True,TRAPPIST-1e,26,False,0,0,0,0,0,False,1,G,530,S
Earth,True,TRAPPIST-1e,24,False,0,0,0,0,0,True,1,G,531,S
Earth,True,55 Cancri e,47,False,0,0,0,0,0,False,1,G,532,S
Earth,False,TRAPPIST-1e,32,False,180,25,584,0,0,False,1,E,225,S
Europa,True,TRAPPIST-1e,73,True,0,0,0,0,0,True,1,C,111,P
Earth,False,TRAPPIST-1e,17,False,3,2126,0,0,0,True,1,F,633,S
Earth,True,PSO J318.5-22,47,False,0,0,0,0,0,False,1,G,547,P
Europa,False,TRAPPIST-1e,28,False,0,216,191,12062,59,False,6,C,125,S
Europa,True,55 Cancri e,13,False,0,0,0,0,0,True,6,C,125,S
Europa,False,TRAPPIST-1e,22,False,0,5,0,12,6111,False,6,C,125,S
Europa,False,TRAPPIST-1e,61,False,0,4082,0,265,201,True,6,C,125,S
Europa,False,55 Cancri e,19,False,0,4494,0,11,3460,True,6,C,125,S
Europa,False,TRAPPIST-1e,45,False,0,1897,0,880,605,True,6,C,125,S
Earth,True,PSO J318.5-22,18,False,0,0,0,0,0,False,1,G,535,S
Earth,False,TRAPPIST-1e,32,False,0,810,0,0,2,False,1,G,536,S
Europa,False,TRAPPIST-1e,52,True,0,1429,0,1371,488,True,1,A,30,P
Mars,True,TRAPPIST-1e,25,False,0,0,0,0,0,True,4,F,635,S
Mars,True,TRAPPIST-1e,9,False,0,0,0,0,0,True,4,F,635,S
Mars,True,TRAPPIST-1e,18,False,0,0,0,0,0,True,4,F,635,S
,False,PSO J318.5-22,26,False,717,0,84,0,0,False,4,D,108,S
Earth,False,TRAPPIST-1e,20,False,1,52,533,0,1022,False,3,E,205,P
Earth,False,TRAPPIST-1e,6,False,0,0,0,0,0,True,3,G,550,P
Earth,False,PSO J318.5-22,5,False,0,0,0,0,0,False,3,G,550,P
Europa,False,55 Cancri e,40,False,0,372,7,5,1467,False,1,A,31,P
Earth,True,PSO J318.5-22,20,False,0,0,0,0,0,True,1,G,537,S
Mars,False,TRAPPIST-1e,18,False,2532,0,46,0,0,False,1,D,109,S
Earth,False,TRAPPIST-1e,42,False,0,3,0,898,1,False,1,F,694,P
Earth,True,PSO J318.5-22,14,False,0,0,0,0,0,True,1,G,551,P
